event_id,event_date,asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality_score,asset_criticality,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_30d,failures_last_90d,failures_last_365d,same_defect_recurrences_365d,defect_type,officer_observation,defect_duration_days,inspection_image_available,defect_severity_label,failure_within_30d_target,maintenance_duration_hours_target,priority_score_target,priority_class_target,block_required_target
EVT-0000016,2025-01-02,AST-002966,Traction,Circuit Breaker/Interrupter,traction protection and isolation,JHS,JHANSI JN,NCR,Uttar Pradesh,SEC-JHS-KRQ,10.3,80.4,CRITICAL,226,0.9966,5,True,109,82.9,30,9,0,0,0,0,0,trip recurrence,intermittent abnormality; trip recurrence.,2.2,True,MEDIUM,False,5.67,41,MEDIUM,False
EVT-0000017,2025-01-02,AST-002346,Engineering,Level Crossing Surface,road-rail interface,RUPC,RUDRAPUR CITY,NER,Uttarakhand,SEC-RUPC-HLDD,5.2,55.9,MEDIUM,16,0.3658,2,False,7,42.1,30,32,2,0,0,0,0,road surface degradation,minor visual anomaly; road surface degradation.,2.2,False,LOW,False,3.06,9,LOW,False
EVT-0000018,2025-01-02,AST-001042,Engineering,Rail/Track Section,direct train running safety,NYI,NELLAYI,SR,Kerala,SEC-NYI-PUK,6.4,67.3,HIGH,162,0.9566,2,True,57,65.4,30,44,14,0,0,0,0,surface shelling/squat,measurable deterioration; surface shelling/squat.,3.0,False,MEDIUM,False,4.9,48,MEDIUM,False
EVT-0000019,2025-01-02,AST-002836,Engineering,Bridge/Culvert,structural route continuity,DBG,DARBHANGA JN,ECR,Bihar,SEC-DBG-LSI,17.7,74.3,HIGH,63,0.7167,11,True,19,66.0,90,249,159,0,0,0,0,drainage blockage,minor visual anomaly; drainage blockage.,2.7,True,LOW,False,4.34,32,MEDIUM,False
EVT-0000020,2025-01-02,AST-003397,Engineering,Ballast/Formation Zone,track geometry and drainage,NZD,NUZVID,SCR,Andhra Pradesh,SEC-NZD-VRVL,12.2,58.1,MEDIUM,128,0.9012,2,True,57,60.1,60,179,119,0,0,0,0,poor drainage,repeated functional abnormality; poor drainage.,3.0,False,HIGH,True,5.66,45,MEDIUM,False
EVT-0000021,2025-01-02,AST-001648,S&T,Interlocked Level Crossing,road-rail protection,ODB,OODLABARI,NFR,West Bengal,SEC-ODB-BRQ,34.7,64.2,HIGH,30,0.5148,2,False,18,52.4,14,25,11,0,0,0,0,gate detection fault,major degradation; gate detection fault.,5.1,True,HIGH,False,6.21,53,HIGH,False
EVT-0000022,2025-01-02,AST-000438,Traction,Section Insulator,electrical sectioning,BLPU,BILPUR,NER,Uttar Pradesh,SEC-BLPU-KSRK,12.8,68.5,HIGH,157,0.9519,3,True,66,69.5,30,32,2,0,0,0,0,insulator chipping,measurable deterioration; insulator chipping.,2.7,True,MEDIUM,False,5.6,41,MEDIUM,False
EVT-0000023,2025-01-02,AST-002006,S&T,Colour Light Signal,movement authority indication,BSX,BASAR,SCR,Andhra Pradesh,SEC-BSX-FKB,15.2,70.4,HIGH,34,0.5479,2,False,22,55.7,30,62,32,0,0,0,0,aspect colour abnormality,repeated functional abnormality; aspect colour abnormality.,3.6,False,HIGH,False,6.06,42,MEDIUM,False
EVT-0000024,2025-02-07,AST-001042,Engineering,Rail/Track Section,direct train running safety,NYI,NELLAYI,SR,Kerala,SEC-NYI-PUK,6.4,67.3,HIGH,162,0.9566,2,True,21,65.4,30,80,50,0,0,0,0,corrugation/wear,early wear indication; corrugation/wear.,1.4,False,LOW,False,3.75,21,LOW,False
EVT-0000025,2025-01-02,AST-002095,Engineering,Ballast/Formation Zone,track geometry and drainage,PLW,PINGLESHWAR,WR,Madhya Pradesh,SEC-PLW-TJP,8.4,50.9,MEDIUM,61,0.7088,2,True,20,47.7,60,170,110,0,0,0,0,formation settlement,major degradation; formation settlement.,7.7,False,HIGH,False,5.39,57,HIGH,False
EVT-0000026,2025-01-02,AST-000791,Traction,Feeder/Return Conductor,traction current path,SVNR,SAVANUR,SWR,Karnataka,SEC-SVNR-YLG,14.2,56.0,MEDIUM,50,0.6539,2,True,13,46.0,60,155,95,0,0,0,0,conductor damage,clear degradation; conductor damage.,4.6,False,MEDIUM,False,2.26,42,MEDIUM,False
EVT-0000027,2025-01-02,AST-002259,Traction,Traction Substation,traction power supply,DVR,DORAVARI CHATRAM,SR,Tamil Nadu,SEC-DVR-PEL,1.9,81.3,CRITICAL,103,0.8368,2,False,75,74.3,30,89,59,0,0,0,0,cooling system degradation,clear degradation; cooling system degradation.,3.8,False,MEDIUM,False,5.48,41,MEDIUM,False
EVT-0000028,2025-01-02,AST-002922,Engineering,Rail/Track Section,direct train running safety,KFI,KAPPIL,SR,Kerala,SEC-KFI-PVU,16.5,71.6,HIGH,104,0.8436,2,True,40,60.3,30,51,21,0,0,0,0,corrugation/wear,early wear indication; corrugation/wear.,2.7,False,LOW,False,2.88,23,LOW,False
EVT-0000029,2025-01-02,AST-001927,S&T,Colour Light Signal,movement authority indication,GUS,GHUMASAN,WR,Gujarat,SEC-GUS-GUSB,13.3,84.4,CRITICAL,68,0.7271,2,False,44,69.1,30,5,0,0,0,0,0,incorrect aspect indication,significant defect observed; incorrect aspect indication.,4.3,True,HIGH,False,4.16,61,HIGH,True
EVT-0000030,2025-01-03,AST-003400,Traction,Section Insulator,electrical sectioning,KYM,KADIYAN,SCR,Andhra Pradesh,SEC-KYM-RJY,2.8,76.1,HIGH,146,0.9392,3,True,80,70.7,30,31,1,0,0,0,0,insulator chipping,measurable deterioration; insulator chipping.,1.8,False,MEDIUM,False,1.29,30,MEDIUM,False
EVT-0000031,2025-01-03,AST-001634,Engineering,Ballast/Formation Zone,track geometry and drainage,IPPM,IPURUPALEM,SCR,Andhra Pradesh,SEC-IPPM-IPPN,15.2,57.5,MEDIUM,180,0.9723,2,True,31,63.9,60,66,6,0,0,0,0,ballast fouling,intermittent abnormality; ballast fouling.,3.8,False,MEDIUM,False,3.98,34,MEDIUM,False
EVT-0000032,2025-01-03,AST-001269,Engineering,Level Crossing Surface,road-rail interface,PCQ,PICHKURIRDHAL,ER,West Bengal,SEC-PCQ-BDH,2.3,68.0,HIGH,81,0.7777,2,False,42,67.8,30,34,4,0,0,0,0,road surface degradation,slight deviation observed; road surface degradation.,1.2,False,LOW,False,4.66,32,MEDIUM,False
EVT-0000033,2025-01-03,AST-002890,S&T,Axle Counter,train detection,BAE,BALIAKHERI,NR,Uttar Pradesh,SEC-BAE-SRE,11.5,76.5,HIGH,103,0.8368,3,True,44,65.1,30,45,15,0,0,0,0,evaluator communication fault,clear degradation; evaluator communication fault.,1.7,True,MEDIUM,False,6.41,33,MEDIUM,True
EVT-0000034,2025-01-03,AST-002015,Engineering,Ballast/Formation Zone,track geometry and drainage,SHLU,SHELU,CR,Maharashtra,SEC-SHLU-VGI,12.9,51.1,MEDIUM,101,0.8329,2,True,30,54.6,60,15,0,0,0,0,0,ballast fouling,minor visual anomaly; ballast fouling.,1.8,False,LOW,False,4.57,36,MEDIUM,True
EVT-0000035,2025-01-03,AST-001382,S&T,Colour Light Signal,movement authority indication,TGR3,BLOCK AND CATCH SIDING CABINE NO.3,CR,Maharashtra,SEC-TGR3-TGR2,2.5,74.4,HIGH,67,0.7243,3,True,25,58.4,30,76,46,0,0,0,0,aspect colour abnormality,clear degradation; aspect colour abnormality.,1.7,False,MEDIUM,False,5.17,34,MEDIUM,False
EVT-0000036,2025-01-03,AST-001998,Engineering,Rail/Track Section,direct train running safety,TUP,TIRUPPUR,SR,Tamil Nadu,SEC-TUP-VNJ,4.4,75.5,HIGH,131,0.9079,2,True,55,64.8,30,5,0,0,0,0,0,corrugation/wear,slight deviation observed; corrugation/wear.,13.1,True,LOW,False,3.62,28,LOW,False
EVT-0000037,2025-01-03,AST-002975,Engineering,Bridge/Culvert,structural route continuity,IPL,EDAPPALLY,SR,Kerala,SEC-IPL-KLMR,6.3,78.6,CRITICAL,162,0.9566,2,True,81,68.3,90,66,0,0,0,0,0,drainage blockage,early wear indication; drainage blockage.,1.7,False,LOW,False,5.46,17,LOW,False
EVT-0000038,2025-01-03,AST-002727,S&T,Point Machine,route setting,RMT,RAMGARH CANT,SER,Jharkhand,SEC-RMT-RRME,17.1,73.1,HIGH,21,0.4264,2,False,10,49.7,14,5,0,0,0,0,0,mechanical wear,minor visual anomaly; mechanical wear.,1.1,True,LOW,False,2.83,24,LOW,False
EVT-0000039,2025-01-03,AST-000222,Engineering,Rail/Track Section,direct train running safety,MJHR,MAJHIARI,NCR,Uttar Pradesh,SEC-MJHR-SRJ,5.1,68.3,HIGH,109,0.8564,2,True,38,60.2,30,6,0,0,0,0,0,rail crack indication,intermittent abnormality; rail crack indication.,2.3,True,MEDIUM,False,5.84,37,MEDIUM,False
EVT-0000040,2025-01-03,AST-001308,Engineering,Sleeper/Fastening Zone,track gauge and stability,LPG,LAPANGA,SER,Orissa,SEC-LPG-RGL,3.4,59.2,MEDIUM,43,0.6096,4,True,9,52.3,30,52,22,0,0,0,0,missing/loose fastening,early wear indication; missing/loose fastening.,2.1,False,LOW,False,5.01,25,LOW,True
EVT-0000041,2025-01-03,AST-000373,Traction,OHE Contact/Catenary,traction power collection,AHM,AHIMANPUR,NER,Uttar Pradesh,SEC-AHM-ALMW,2.9,63.6,HIGH,38,0.5758,2,True,10,43.6,30,49,19,0,0,0,0,contact wire wear,minor visual anomaly; contact wire wear.,2.4,False,LOW,False,4.72,14,LOW,False
EVT-0000042,2025-01-03,AST-000569,Engineering,Sleeper/Fastening Zone,track gauge and stability,DKDE,DANKAUR,NR,Uttar Pradesh,SEC-DKDE-WAIR,4.1,65.4,HIGH,126,0.897,2,True,45,61.7,30,86,56,0,0,0,0,sleeper cracking,clear degradation; sleeper cracking.,4.0,False,MEDIUM,False,4.72,28,LOW,False
EVT-0000043,2025-01-03,AST-001424,Engineering,Sleeper/Fastening Zone,track gauge and stability,KTD,KANTADIH,SER,West Bengal,SEC-KTD-TAO,3.9,54.6,MEDIUM,40,0.5878,2,True,11,42.0,30,34,4,0,0,0,0,missing/loose fastening,intermittent abnormality; missing/loose fastening.,2.2,True,MEDIUM,False,5.52,31,MEDIUM,False
EVT-0000044,2025-01-03,AST-002185,Engineering,Level Crossing Surface,road-rail interface,MM,MUMBAI MAHIM JN,WR,Maharashtra,SEC-MM-MRU,6.0,59.3,MEDIUM,52,0.6678,2,False,28,59.6,30,76,46,0,0,0,0,road surface degradation,repeated functional abnormality; road surface degradation.,6.7,True,HIGH,True,6.72,52,HIGH,False
EVT-0000045,2025-01-03,AST-000440,Engineering,Rail/Track Section,direct train running safety,BKT,BAKSHI KA TALAB,NER,Uttar Pradesh,SEC-BKT-MBP,19.8,68.4,HIGH,23,0.4513,7,True,11,49.9,30,38,8,0,0,0,0,weld defect,repeated functional abnormality; weld defect.,2.9,True,HIGH,False,7.06,44,MEDIUM,False
EVT-0000046,2025-01-03,AST-001494,S&T,Point Machine,route setting,TEL,TENALI JN,SCR,Andhra Pradesh,SEC-TEL-TSR,13.0,87.5,CRITICAL,192,0.9884,6,True,103,84.2,14,10,0,0,0,0,0,mechanical wear,intermittent abnormality; mechanical wear.,5.7,True,MEDIUM,False,4.64,48,MEDIUM,False
EVT-0000047,2025-01-03,AST-003138,S&T,Colour Light Signal,movement authority indication,KUMM,KUMBALAM,SR,Kerala,SEC-KUMM-TNU,4.2,82.1,CRITICAL,53,0.6715,2,False,26,65.5,30,32,2,0,0,0,0,incorrect aspect indication,early wear indication; incorrect aspect indication.,0.8,False,LOW,False,4.95,29,LOW,False
EVT-0000048,2025-01-03,AST-001821,Traction,OHE Contact/Catenary,traction power collection,HW,HARIDWAR JN,NR,Uttarakhand,SEC-HW-JWP,4.7,69.8,HIGH,68,0.7271,2,True,24,53.4,30,64,34,0,0,0,0,sag/height deviation,minor visual anomaly; sag/height deviation.,1.6,False,LOW,False,1.51,6,LOW,False
EVT-0000049,2025-01-03,AST-001356,Engineering,Level Crossing Surface,road-rail interface,CLHT,CHULHETA,WCR,Madhya Pradesh,SEC-CLHT-BET,3.0,47.8,MEDIUM,25,0.4738,3,True,8,38.0,30,70,40,0,0,0,0,flange-way obstruction,clear degradation; flange-way obstruction.,2.5,True,MEDIUM,True,4.32,35,MEDIUM,False
EVT-0000050,2025-01-04,AST-000576,S&T,Axle Counter,train detection,GTJT,GETOR JAGATPURA,NWR,Rajasthan,SEC-GTJT-KWP,12.4,80.3,CRITICAL,80,0.7743,2,False,57,70.7,30,72,42,0,0,0,0,count mismatch,major degradation; count mismatch.,6.7,False,HIGH,False,4.65,43,MEDIUM,False
EVT-0000051,2025-01-04,AST-000337,S&T,Colour Light Signal,movement authority indication,BRGA,BARGARH ROAD,SECR,Chhattisgarh,SEC-BRGA-BRPL,3.2,76.6,HIGH,33,0.5379,2,False,25,56.7,30,72,42,0,0,0,0,signal dark/intermittent,complete or near-complete functional failure; signal dark/intermittent.,7.9,True,CRITICAL,True,2.27,61,HIGH,True
EVT-0000052,2025-01-04,AST-002476,Engineering,Bridge/Culvert,structural route continuity,CHPD,CHEPPAD HALT,SR,Kerala,SEC-CHPD-HAD,7.6,63.6,HIGH,44,0.6226,2,True,10,46.1,90,155,65,0,0,0,0,scour/erosion concern,clear degradation; scour/erosion concern.,1.9,False,MEDIUM,True,5.41,36,MEDIUM,False
EVT-0000053,2025-01-04,AST-002402,S&T,Colour Light Signal,movement authority indication,ODHA,ODHA,CR,Maharashtra,SEC-ODHA-KW,4.2,89.7,CRITICAL,143,0.9363,2,False,98,81.9,30,86,56,0,0,0,0,signal dark/intermittent,significant defect observed; signal dark/intermittent.,4.5,False,HIGH,False,3.34,51,HIGH,False
EVT-0000054,2025-01-04,AST-003320,Engineering,Bridge/Culvert,structural route continuity,BBKR,BABA BAKALARAYA,NR,Punjab,SEC-BBKR-BEAS,19.8,73.8,HIGH,83,0.7839,2,True,46,57.6,90,45,0,0,0,0,0,bearing distress,intermittent abnormality; bearing distress.,2.4,False,MEDIUM,False,5.54,35,MEDIUM,False
EVT-0000055,2025-01-04,AST-002832,S&T,Colour Light Signal,movement authority indication,BDZ,Badkulla,ER,West Bengal,SEC-BDZ-JKL,7.4,75.1,HIGH,22,0.4412,2,False,15,51.0,30,69,39,0,0,0,0,incorrect aspect indication,intermittent abnormality; incorrect aspect indication.,0.9,True,MEDIUM,False,5.51,38,MEDIUM,False
EVT-0000056,2025-01-04,AST-002604,Engineering,Rail/Track Section,direct train running safety,VGM,VINNAMANGALAM,SWR,Karnataka,SEC-VGM-VN,2.5,77.0,HIGH,160,0.9544,2,True,67,67.7,30,32,2,0,0,0,0,corrugation/wear,slight deviation observed; corrugation/wear.,1.4,True,LOW,False,3.78,22,LOW,False
EVT-0000057,2025-01-04,AST-001003,Traction,OHE Contact/Catenary,traction power collection,BDWD,BODWAD,CR,Maharashtra,SEC-BDWD-KMKD,1.8,65.6,HIGH,89,0.8009,2,True,32,56.4,30,34,4,0,0,0,0,sag/height deviation,slight deviation observed; sag/height deviation.,3.5,False,LOW,False,3.87,19,LOW,False
EVT-0000058,2025-01-04,AST-002407,S&T,Axle Counter,train detection,BTRA,BANTHRA,NER,Uttar Pradesh,SEC-BTRA-BHDH,7.9,90.5,CRITICAL,164,0.9585,2,False,131,83.3,30,87,57,0,0,0,0,evaluator communication fault,significant defect observed; evaluator communication fault.,8.3,True,HIGH,False,0.5,58,HIGH,False
EVT-0000059,2025-01-04,AST-003337,S&T,Track Circuit,train detection,GKD,GADHAKDA,WR,Gujarat,SEC-GKD-MRYA,34.9,60.8,HIGH,8,0.2316,3,True,3,27.9,30,38,8,0,0,0,0,false occupancy,intermittent abnormality; false occupancy.,7.7,True,MEDIUM,False,5.03,16,LOW,False
EVT-0000060,2025-01-04,AST-002031,Traction,Feeder/Return Conductor,traction current path,BOKE,BHOKE,KR,Maharashtra,SEC-BOKE-RN,5.3,55.3,MEDIUM,52,0.6678,2,True,24,46.6,60,116,56,0,0,0,0,joint heating,significant defect observed; joint heating.,1.6,True,HIGH,False,6.92,54,HIGH,False
EVT-0000061,2025-01-04,AST-002938,Traction,OHE Contact/Catenary,traction power collection,APB,ANUPPAMBATTU,SR,Tamil Nadu,SEC-APB-MJR,9.8,67.5,HIGH,114,0.87,2,True,39,60.7,30,40,10,0,0,0,0,contact wire wear,clear degradation; contact wire wear.,3.3,False,MEDIUM,False,6.86,45,MEDIUM,False
EVT-0000062,2025-01-04,AST-002813,Traction,Section Insulator,electrical sectioning,DPS,Dangoaposi,SER,Jharkhand,SEC-DPS-MLKA,18.2,48.8,MEDIUM,6,0.1827,2,False,3,30.2,30,76,46,0,0,0,0,flashover marks,significant defect observed; flashover marks.,1.0,True,HIGH,True,6.03,43,MEDIUM,False
EVT-0000063,2025-01-04,AST-000210,S&T,Colour Light Signal,movement authority indication,SKL,SINGAPERUMAL KOIL,SR,Tamil Nadu,SEC-SKL-PWU,1.3,86.1,CRITICAL,89,0.8009,2,False,60,73.6,30,65,35,0,0,0,0,incorrect aspect indication,clear degradation; incorrect aspect indication.,3.2,False,MEDIUM,False,4.87,45,MEDIUM,True
EVT-0000064,2025-01-04,AST-000493,Engineering,Level Crossing Surface,road-rail interface,KPZ,KAPREN,WCR,Rajasthan,SEC-KPZ-ARE,0.9,66.1,HIGH,114,0.87,2,False,60,72.4,30,90,60,0,0,0,0,road surface degradation,measurable deterioration; road surface degradation.,2.8,False,MEDIUM,False,4.82,41,MEDIUM,True
EVT-0000065,2025-01-04,AST-001035,S&T,Colour Light Signal,movement authority indication,SUW,SUKHISEWANIYAN,WCR,Madhya Pradesh,SEC-SUW-BVB,16.6,88.8,CRITICAL,190,0.9882,2,False,160,84.6,30,36,6,0,0,0,0,signal dark/intermittent,major degradation; signal dark/intermittent.,6.7,False,HIGH,False,4.33,50,HIGH,False
EVT-0000066,2025-01-04,AST-001305,Engineering,Rail/Track Section,direct train running safety,KMRJ,KUMARGANJ,ER,Jharkhand,SEC-KMRJ-MBC,12.5,64.6,HIGH,71,0.7384,2,True,31,52.8,30,25,0,0,0,0,0,surface shelling/squat,major degradation; surface shelling/squat.,3.5,False,HIGH,True,5.43,63,HIGH,False
EVT-0000067,2025-01-04,AST-000809,S&T,Electronic Interlocking,route locking and conflict prevention,BNTL,Bantawala,SWR,Karnataka,SEC-BNTL-KLKH,8.5,67.8,HIGH,10,0.2715,2,False,6,39.9,30,30,0,0,0,0,0,communication redundancy loss,clear degradation; communication redundancy loss.,2.4,True,MEDIUM,False,5.22,28,LOW,False
EVT-0000068,2025-01-04,AST-002903,Engineering,Rail/Track Section,direct train running safety,AMPA,AMBALAPUZHA,SR,Kerala,SEC-AMPA-PUPR,7.3,67.1,HIGH,44,0.6226,3,True,18,51.0,30,29,0,0,0,0,0,weld defect,intermittent abnormality; weld defect.,5.6,False,MEDIUM,False,4.68,34,MEDIUM,False
EVT-0000069,2025-01-04,AST-002018,Traction,Section Insulator,electrical sectioning,BNN,BARNALA,NR,Punjab,SEC-BNN-SEQ,13.3,53.8,MEDIUM,23,0.4513,2,True,10,34.3,30,36,6,0,0,0,0,alignment deviation,clear degradation; alignment deviation.,6.2,False,MEDIUM,False,4.34,31,MEDIUM,False
EVT-0000070,2025-01-04,AST-003150,Engineering,Rail/Track Section,direct train running safety,SRN,Soron,NER,Uttar Pradesh,SEC-SRN-SRNK,4.3,55.7,MEDIUM,16,0.3658,2,True,6,30.0,30,70,40,0,0,0,0,surface shelling/squat,measurable deterioration; surface shelling/squat.,3.0,False,MEDIUM,False,5.89,33,MEDIUM,False
EVT-0000071,2025-01-05,AST-000080,Engineering,Sleeper/Fastening Zone,track gauge and stability,MRJ,MIRAJ JN,CR,Maharashtra,SEC-MRJ-VJR,4.5,63.4,HIGH,44,0.6226,5,True,10,58.1,30,71,41,0,0,0,0,broken sleeper cluster,minor visual anomaly; broken sleeper cluster.,2.5,False,LOW,False,2.04,37,MEDIUM,False
EVT-0000072,2025-01-05,AST-000680,Engineering,Ballast/Formation Zone,track geometry and drainage,IGPX,IGPX,NR,Delhi,SEC-IGPX-TGR2,1.4,46.7,MEDIUM,19,0.3968,4,True,4,37.5,60,12,0,0,0,0,0,formation settlement,measurable deterioration; formation settlement.,2.1,True,MEDIUM,False,3.49,27,LOW,False
EVT-0000073,2025-01-05,AST-000126,S&T,Colour Light Signal,movement authority indication,TNW,THAPAR NAGAR,SER,West Bengal,SEC-TNW-KAO,9.9,77.0,HIGH,94,0.8104,2,False,56,71.8,30,64,34,0,0,0,0,aspect colour abnormality,major degradation; aspect colour abnormality.,6.5,False,HIGH,False,7.02,57,HIGH,False
EVT-0000074,2025-01-05,AST-001927,S&T,Colour Light Signal,movement authority indication,GUS,GHUMASAN,WR,Gujarat,SEC-GUS-GUSB,13.3,84.4,CRITICAL,68,0.7271,2,False,49,69.1,30,45,15,0,0,0,0,incorrect aspect indication,significant defect observed; incorrect aspect indication.,3.2,True,HIGH,False,2.39,53,HIGH,False
EVT-0000075,2025-01-05,AST-001052,Traction,Traction Substation,traction power supply,SNO,SOMANUR,SR,Tamil Nadu,SEC-SNO-SUU,3.6,80.2,CRITICAL,131,0.9079,2,False,92,78.0,30,78,48,0,0,0,0,DGA anomaly,major degradation; DGA anomaly.,4.1,True,HIGH,False,6.31,63,HIGH,True
EVT-0000076,2025-01-05,AST-002172,Engineering,Bridge/Culvert,structural route continuity,DNN,Dina Nagar,NR,Punjab,SEC-DNN-GSP,3.2,56.0,MEDIUM,16,0.3658,2,True,5,30.1,90,51,0,0,0,0,0,bearing distress,early wear indication; bearing distress.,1.5,False,LOW,False,4.53,23,LOW,False
